"location","description","secs","category","CDNumber","CDName","tracknum"
"07013105.wav","Multiple unit Diesel train, interior, fast constant run, occasional marked rhythm. (British Rail Southern Region train.)","368","","EC34B","British Rail: Southern Region Multiple Unit Diesel Train (Interior)","1"
"07013104.wav","Multiple unit Diesel train, interior, tickover into constant run with carriage creaks and subdued rhythm. (British Rail Southern Region train.)","369","","EC34A","British Rail: Southern Region Multiple Unit Diesel Train (Interior)","2"
"07013103.wav","Multiple unit Diesel train, interior, move off into constant run with marked rhythm, slow down, stop. (British Rail Southern Region train.)","379","","EC34A","British Rail: Southern Region Multiple Unit Diesel Train (Interior)","1"
"07013102.wav","1966 F.A. Cup Final, double cheer. (Everton v Sheffield Wednesday, Wembley Stadium.)","22","","EC33H","F.A. Cup Final: Wembley, 1966","12"
"07013101.wav","1966 F.A. Cup Final, off-side. (Everton v Sheffield Wednesday, Wembley Stadium.)","23","","EC33H","F.A. Cup Final: Wembley, 1966","11"
"07013100.wav","1966 F.A. Cup Final, infringement. (Everton v Sheffield Wednesday, Wembley Stadium.)","12","","EC33H","F.A. Cup Final: Wembley, 1966","10"
"07013099.wav","1966 F.A. Cup Final, half-time whistle. (Everton v Sheffield Wednesday, Wembley Stadium.)","30","","EC33H","F.A. Cup Final: Wembley, 1966","9"
"07013098.wav","1966 F.A. Cup Final, frustrated crowd. (Everton v Sheffield Wednesday, Wembley Stadium.)","47","","EC33H","F.A. Cup Final: Wembley, 1966","8"
"07013097.wav","1966 F.A. Cup Final, whistle and boos. (Everton v Sheffield Wednesday, Wembley Stadium.)","33","","EC33H","F.A. Cup Final: Wembley, 1966","7"
"07013096.wav","1966 F.A. Cup Final, goal attempt. (Everton v Sheffield Wednesday, Wembley Stadium.)","28","","EC33H","F.A. Cup Final: Wembley, 1966","6"
"07013095.wav","1966 F.A. Cup Final, near miss. (Everton v Sheffield Wednesday, Wembley Stadium.)","21","","EC33H","F.A. Cup Final: Wembley, 1966","5"
"07013094.wav","1966 F.A. Cup Final, goal scored. (Everton v Sheffield Wednesday, Wembley Stadium.)","45","","EC33H","F.A. Cup Final: Wembley, 1966","4"
"07013093.wav","1966 F.A. Cup Final, goal scored. (Everton v Sheffield Wednesday, Wembley Stadium.)","33","","EC33H","F.A. Cup Final: Wembley, 1966","3"
"07013092.wav","1966 F.A. Cup Final, goal scored. (Everton v Sheffield Wednesday, Wembley Stadium.)","34","","EC33H","F.A. Cup Final: Wembley, 1966","2"
"07013091.wav","1966 F.A. Cup Final, goal scored. (Everton v Sheffield Wednesday, Wembley Stadium.)","27","","EC33H","F.A. Cup Final: Wembley, 1966","1"
"07013090.wav","1966 F.A. Cup final, general atmosphere with constant crowd background and highlights. (Everton v Sheffield Wednesday, Wembley Stadium.)","401","","EC33G","F.A. Cup Final: Wembley, 1966","2"
"07013089.wav","1966 F.A. Cup final, general atmosphere with highlights. (Everton v Sheffield Wednesday, Wembley Stadium.)","447","","EC33G","F.A. Cup Final: Wembley, 1966","1"
"07013088.wav","County rugby match, whistle.","6","","EC33F","County Rugby Football Match","7"
"07013087.wav","County rugby match, mild applause.","18","","EC33F","County Rugby Football Match","6"
"07013086.wav","County rugby match, shouts and applause.","27","","EC33F","County Rugby Football Match","5"
"07013085.wav","County rugby match, goal kick, applause.","19","","EC33F","County Rugby Football Match","4"
"07013084.wav","County rugby match, applause for goal kick.","18","","EC33F","County Rugby Football Match","3"
"07013083.wav","County rugby match, try scored, applause.","22","","EC33F","County Rugby Football Match","2"
"07013082.wav","County rugby match, general atmosphere during match.","412","","EC33F","County Rugby Football Match","1"
"07013081.wav","Local football match, goal scored.","22","","EC33E","Local Football Match","7"
"07013080.wav","Local football match, goal scored.","18","","EC33E","Local Football Match","6"
"07013079.wav","Local football match, near miss.","15","","EC33E","Local Football Match","5"
"07013078.wav","Local football match, angry crowd.","21","","EC33E","Local Football Match","4"
"07013077.wav","Local football match, end of match with cheers and dispersal of crowd.","105","","EC33E","Local Football Match","3"
"07013076.wav","Local football match, footsteps and conversation in stand.","128","","EC33E","Local Football Match","2"
"07013075.wav","Local football match, small enthusiastic crowd.","402","","EC33E","Local Football Match","1"
"07013074.wav","Football League match, general atmosphere during match.","419","","EC33D","Professional League Football","7"
"07013073.wav","Football League match, half-time whistle.","30","","EC33D","Professional League Football","6"
"07013072.wav","Football League match, whistle, angry crowd.","29","","EC33D","Professional League Football","5"
"07013071.wav","Football League match, goal scored.","36","","EC33D","Professional League Football","4"
"07013070.wav","Football League match, goal scored.","38","","EC33D","Professional League Football","3"
"07013069.wav","Football League match, whistle for throw in.","8","","EC33D","Professional League Football","2"
"07013068.wav","Football League match, near miss, applause.","15","","EC33D","Professional League Football","1"
"07013067.wav","Football League match, final whistle and crowd disperses.","359","","EC33C","Professional League Football","3"
"07013066.wav","Football League match, half-time whistle and crowd reaction.","200","","EC33C","Professional League Football","2"
"07013065.wav","Football League match , crowd of 20,000 before kick-off.","179","","EC33C","Professional League Football","1"
"07013064.wav","Sports crowd at German sports meeting. (Location unknown.)","363","","EC33B","Sports Crowd","2"
"07013063.wav","German association football match in progress, crowd reaction with whistles and horns. (Participating team and location unknown.)","363","","EC33B","Sports Crowd","1"
"07013062.wav","Rugby union match in progress, crowd reaction with some quiet periods. (Twickenham Stadium.)","360","","EC33A","Crowds At Rugby Football Match","2"
"07013061.wav","Football League match in progress, crowd reaction. (Selhurst Park, Crystal Palace FC.)","362","","EC33A","Crowds At Rugby Football Match","1"
"07013060.wav","Exterior, approach and stop. (2.6 litre Rover saloon car.)","20","","EC32C","2.6 Litre Rover Saloon Car ","10"
"07013059.wav","Exterior, passing. (2.6 litre Rover saloon car.)","27","","EC32C","2.6 Litre Rover Saloon Car ","9"
"07013058.wav","Exterior, start up, depart. (2.6 litre Rover saloon car.)","32","","EC32C","2.6 Litre Rover Saloon Car ","8"
"07013057.wav","Interior, start, quiet tickover, revving switch off. (2.6 litre Rover saloon car.)","91","","EC32C","2.6 Litre Rover Saloon Car ","7"
"07013056.wav","Interior, two doors open and close. (2.6 litre Rover saloon car.)","6","","EC32C","2.6 Litre Rover Saloon Car ","6"
"07013055.wav","Interior, one door open and close. (2.6 litre Rover saloon car.)","6","","EC32C","2.6 Litre Rover Saloon Car ","5"
"07013054.wav","Interior, constant high-speed run in overdrive. (2.6 litre Rover saloon car.)","272","","EC32C","2.6 Litre Rover Saloon Car ","4"
"07013053.wav","Interior, tickover with windscreen wipers operating. (2.6 litre Rover saloon car.)","35","","EC32C","2.6 Litre Rover Saloon Car ","3"
"07013052.wav","Interior, sounds horn while on move. (2.6 litre Rover saloon car.)","34","","EC32C","2.6 Litre Rover Saloon Car ","2"
"07013051.wav","Interior, reversing. (2.6 litre Rover saloon car.)","35","","EC32C","2.6 Litre Rover Saloon Car ","1"
"07013050.wav","Interior, travelling over rough ground with manouevring. (2.6 litre Rover saloon car.)","197","","EC32B","2.6 Litre Rover Saloon Car (Interior)","3"
"07013049.wav","Interior, changes down gear to climb hill, changes up. (2.6 litre Rover saloon car.)","180","","EC32B","2.6 Litre Rover Saloon Car (Interior)","2"
"07013048.wav","Interior, start, run on motorway up to 90 m.p.h. in overdrive, slow down, stop, switch off. (2.6 litre Rover saloon car.)","375","","EC32B","2.6 Litre Rover Saloon Car (Interior)","1"
"07013047.wav","Interior, start, run on trunk road, slow down, stop, switch off. (2.6 litre Rover saloon car)","370","","EC32A","2.6 Litre Rover Saloon Car (Interior)","2"
"07013046.wav","Interior, start, move off into town run, slow down, stop, switch off. (2.6 litre Rover saloon car)","369","","EC32A","2.6 Litre Rover Saloon Car (Interior)","1"
"07013045.wav","Train slows down and stops in station. (Interior)","302","","EC26C","Diesel Railcar (Interior)","4"
"07013044.wav","Train arrives in station, tickover. (Extterior)","302","","EC26C","Diesel Railcar (Interior)","3"
"07013043.wav","Train tickover in station. (Exterior)","48","","EC26C","Diesel Railcar (Interior)","2"
"07013042.wav","Train arrives and stops. (Interior)","58","","EC26C","Diesel Railcar (Interior)","1"
"07013041.wav","Siren, train passes at speed into distance. (Exterior, with birdsong)","85","","EC26B","Diesel Railcar (Exterior)","5"
"07013040.wav","Train tickover, sound of siren, departs into distance. (Exterior with birdsong)","111","","EC26B","Diesel Railcar (Exterior)","4"
"07013039.wav","Train tickover, sound of siren, departs. (Exterior)","303","","EC26B","Diesel Railcar (Exterior)","3"
"07013038.wav","Train arrives and stops. (Exterior, with birdsong)","308","","EC26B","Diesel Railcar (Exterior)","2"
"07013037.wav","Diesel railcar, fast constant run. (Interior)","62","","EC26B","Diesel Railcar (Exterior)","1"
"07013036.wav","Diesel railcar, tickover, doors close, gathering speed. (Interior recording with some speech and birdsong)","154","","EC26A","Diesel Railcar (Interior)","2"
"07013035.wav","Diesel railcar, tickover, depart, gathering speed with siren. (Interior)","90","","EC26A","Diesel Railcar (Interior)","1"
"07013034.wav","General farm bird atmosphere with chickens, cockerels, geese and turkeys.","199","","EC31E","Farm Birds","4"
"07013033.wav","Geese cackling.","196","","EC31E","Farm Birds","3"
"07013032.wav","Many turkeys.","194","","EC31E","Farm Birds","2"
"07013031.wav","Ducks quacking, with occasional flap of wings.","196","","EC31E","Farm Birds","1"
"07013030.wav","Atmosphere of chickens feeding, some squawking.","303","","EC31D","Chickens","6"
"07013029.wav","Hens cackling.","48","","EC31D","Chickens","5"
"07013028.wav","Cock crows, several with hens.","171","","EC31D","Chickens","4"
"07013027.wav","Cock crows, several from various perspectives.","122","","EC31D","Chickens","3"
"07013026.wav","Three cock crows.","11","","EC31D","Chickens","2"
"07013025.wav","Single cock crow.","7","","EC31D","Chickens","1"
"07013024.wav","Geese cackling. (Disturbed)","30","","EC31C","Poultry","3"
"07013023.wav","Geese cackling. (Animated)","310","","EC31C","Poultry","2"
"07013022.wav","Geese cackling.","359","","EC31C","Poultry","1"
"07013021.wav","Turkeys.","167","","EC31B","Poultry","4"
"07013020.wav","Day-old chicks. (Close perspective)","166","","EC31B","Poultry","3"
"07013019.wav","Busy atmosphere in chicken house.","127","","EC31B","Poultry","2"
"07013018.wav","Atmosphere in chicken house.","211","","EC31B","Poultry","1"
"07013017.wav","General farmyard atmosphere with chickens, animals and birds.","360","","EC31A","Chickens","5"
"07013016.wav","Broody hens.","78","","EC31A","Chickens","4"
"07013015.wav","Hens.","92","","EC31A","Chickens","3"
"07013014.wav","Hens and chicks.","78","","EC31A","Chickens","2"
"07013013.wav","Single hen.","63","","EC31A","Chickens","1"
"07013012.wav","Harbour wall, night time atmosphere in force 5 wind.","393","","EC20E","Harbour Wall Atmosphere","2"
"07013011.wav","Harbour wall, daytime atmosphere with seagulls.","393","","EC20E","Harbour Wall Atmosphere","1"
"07013010.wav","Coastal garden in winter, approximately fifty birds flying past.","9","","EC20D","Coastal Garden In Winter","4"
"07013009.wav","Coastal garden in winter, with starlings, blackbirds, sparrows and distant traffic.","378","","EC20D","Coastal Garden In Winter","3"
"07013008.wav","Coastal garden in winter, birds taking off.","8","","EC20D","Coastal Garden In Winter","2"
"07013007.wav","Coastal garden in winter, with starlings, blackbirds, sparrows and distant traffic.","379","","EC20D","Coastal Garden In Winter","1"
"07013006.wav","Suburban garden at dawn with bird song, occasional distant aircraft and traffic.","372","","EC20C","Dawn In A Suburban Garden","2"
"07013005.wav","Cliff top atmosphere with seagulls circling overhead, heavy seawash below.","394","","EC20C","Dawn In A Suburban Garden","1"
"07013004.wav","Suburban garden in winter with bird song, traffic and occasional speech.","899","","EC20B","Winter In A Suburban Garden","2"
"07013003.wav","Countryside atmosphere in summer with birdsong.","894","","EC20B","Winter In A Suburban Garden","1"
"07013002.wav","Provincial town atmosphere, wide perspective rumble of traffic. (Suitable for skyline effect e.g. background ambience)","888","","EC20A","In A Provincial Town","2"
"07013001.wav","Outside atmosphere, wide perspective rumble. (Specially created background ambience from recording of Victoria Falls.)","904","","EC20A","In A Provincial Town","1"
"07012181.wav","Atmosphere of goats in yard with animal sounds and bird song.","260","","EC28G","Goats","7"
"07012180.wav","Atmosphere in goat house with bleating and animal sounds.","82","","EC28G","Goats","6"
"07012179.wav","One Anglo-Nubian goat kid bleating. (Bird song)","43","","EC28G","Goats","5"
